,step,entity,name,id,model,dataset,subset,initial_model,project,exit_condition,metric,seed,dev,test,range_from,range_to
935,7,szegedai-semantics,zany-donkey-136,7sohwmks,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.86,0.853,3,4
936,8,szegedai-semantics,zany-donkey-136,7sohwmks,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.827,0.823,2,3
937,9,szegedai-semantics,zany-donkey-136,7sohwmks,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.811,0.8,1,2
938,10,szegedai-semantics,zany-donkey-136,7sohwmks,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.815,0.817,0,1
939,0,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.913,0.892,10,11
940,1,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.921,0.893,8,9
941,2,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.89,0.873,7,8
942,3,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.877,0.86,7,8
943,4,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.885,0.878,7,8
944,5,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.887,0.868,6,7
945,6,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.866,0.853,0,1
946,7,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.855,0.825,3,4
947,8,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.842,0.818,2,3
948,9,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.821,0.801,1,2
949,10,szegedai-semantics,sunny-galaxy-134,lovi951u,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,1,0.81,0.814,1,2
950,0,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.926,0.911,8,9
951,1,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.929,0.918,8,9
952,2,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.921,0.905,9,10
953,3,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.935,0.912,8,9
954,4,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.92,0.916,1,2
955,5,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.903,0.893,6,7
956,6,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.879,0.866,4,5
957,7,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.827,0.832,4,5
958,8,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.821,0.821,3,4
959,9,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.809,0.819,2,3
960,10,szegedai-semantics,comic-totem-132,rcuuj5sk,roberta-base,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.818,0.82,1,2
961,0,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.94,0.898,0,1
962,1,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.933,0.88,20,21
963,2,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.941,0.893,16,17
964,3,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.937,0.896,7,8
965,4,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.924,0.907,2,3
966,5,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.922,0.894,8,9
967,6,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.913,0.887,16,17
968,7,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.91,0.879,15,16
969,8,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.914,0.855,15,16
970,9,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.897,0.878,8,9
971,10,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.892,0.873,1,2
972,11,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.907,0.85,11,12
973,12,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.888,0.855,3,4
974,13,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.879,0.862,6,7
975,14,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.88,0.851,7,8
976,15,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.861,0.841,6,7
977,16,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.868,0.868,6,7
978,17,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.861,0.838,3,4
979,18,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.822,0.832,0,1
980,19,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.831,0.803,0,1
981,20,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.813,0.785,0,1
982,21,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.824,0.809,2,3
983,22,szegedai-semantics,genial-energy-130,4i53t4gh,bert-large-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.81,0.806,0,1
984,0,szegedai-semantics,polar-bee-128,c9otzuxa,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.905,0.889,5,6
985,1,szegedai-semantics,polar-bee-128,c9otzuxa,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.88,0.83,3,4
986,2,szegedai-semantics,polar-bee-128,c9otzuxa,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.865,0.839,3,4
987,3,szegedai-semantics,polar-bee-128,c9otzuxa,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.818,0.809,0,1
988,4,szegedai-semantics,polar-bee-128,c9otzuxa,distilbert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.809,0.804,0,1
989,0,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.917,0.897,8,9
990,1,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.918,0.903,6,7
991,2,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.914,0.897,6,7
992,3,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.891,0.875,6,7
993,4,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.895,0.866,0,1
994,5,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.89,0.845,5,6
995,6,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.868,0.85,5,6
996,7,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.866,0.838,3,4
997,8,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.847,0.84,1,2
998,9,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.833,0.799,2,3
999,10,szegedai-semantics,fast-sunset-127,i3ilbipv,bert-base-uncased,glue,mrpc,pre-trained,greedy-layer-pruning,pre-trained,f1,0,0.81,0.814,1,2
1000,0,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.754,0.719,19,20
1001,1,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.79,0.655,8,9
1002,2,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.761,0.662,20,21
1003,3,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.754,0.698,20,21
1004,4,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.775,0.676,1,2
1005,5,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.79,0.691,4,5
1006,6,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.783,0.669,14,15
1007,7,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.739,0.655,1,2
1008,8,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.746,0.626,8,9
1009,9,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.732,0.705,2,3
1010,10,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.696,0.705,12,13
1011,11,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.688,0.655,10,11
1012,12,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.688,0.633,4,5
1013,13,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.638,0.662,10,11
1014,14,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.681,0.612,9,10
1015,15,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.652,0.59,6,7
1016,16,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.609,0.583,7,8
1017,17,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.594,0.576,6,7
1018,18,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.616,0.54,4,5
1019,19,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.543,0.518,4,5
1020,20,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.565,0.54,3,4
1021,21,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.58,0.532,2,3
1022,22,szegedai-semantics,eternal-shadow-92,wrirhc3b,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,4,0.522,0.489,1,2
1023,0,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.761,0.734,23,24
1024,1,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.746,0.683,17,18
1025,2,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.746,0.655,3,4
1026,3,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.79,0.712,17,18
1027,4,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.761,0.676,19,20
1028,5,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.754,0.655,13,14
1029,6,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.761,0.691,13,14
1030,7,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.746,0.64,14,15
1031,8,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.732,0.676,14,15
1032,9,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.71,0.655,9,10
1033,10,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.732,0.619,3,4
1034,11,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.71,0.647,11,12
1035,12,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.688,0.597,6,7
1036,13,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.688,0.662,10,11
1037,14,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.696,0.612,8,9
1038,15,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.688,0.619,5,6
1039,16,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.63,0.583,3,4
1040,17,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.572,0.532,4,5
1041,18,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.572,0.547,3,4
1042,19,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.594,0.54,2,3
1043,20,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.572,0.496,3,4
1044,21,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.543,0.554,2,3
1045,22,szegedai-semantics,sleek-butterfly-89,zlcxidio,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,3,0.558,0.482,1,2
1046,0,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.768,0.698,20,21
1047,1,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.775,0.676,18,19
1048,2,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.768,0.691,20,21
1049,3,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.746,0.683,19,20
1050,4,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.746,0.676,18,19
1051,5,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.775,0.676,8,9
1052,6,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.761,0.669,15,16
1053,7,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.746,0.705,15,16
1054,8,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.775,0.669,1,2
1055,9,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.761,0.698,12,13
1056,10,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.761,0.683,13,14
1057,11,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.725,0.676,12,13
1058,12,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.739,0.655,8,9
1059,13,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.688,0.633,2,3
1060,14,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.71,0.633,5,6
1061,15,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.623,0.633,8,9
1062,16,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.601,0.568,0,1
1063,17,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.601,0.561,3,4
1064,18,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.565,0.576,5,6
1065,19,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.572,0.568,3,4
1066,20,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.543,0.504,3,4
1067,21,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.565,0.511,2,3
1068,22,szegedai-semantics,apricot-valley-86,rxv9trlv,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,2,0.529,0.54,0,1
1069,0,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.761,0.676,2,3
1070,1,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.768,0.719,19,20
1071,2,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.768,0.683,19,20
1072,3,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.768,0.712,20,21
1073,4,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.775,0.698,18,19
1074,5,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.768,0.691,18,19
1075,6,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.754,0.698,17,18
1076,7,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.768,0.662,2,3
1077,8,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.804,0.691,3,4
1078,9,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.775,0.662,12,13
1079,10,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.739,0.647,13,14
1080,11,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.717,0.676,7,8
1081,12,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.746,0.683,10,11
1082,13,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.717,0.655,10,11
1083,14,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.71,0.547,3,4
1084,15,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.681,0.59,2,3
1085,16,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.616,0.511,6,7
1086,17,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.645,0.576,0,1
1087,18,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.587,0.532,2,3
1088,19,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.507,0.576,0,1
1089,20,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.507,0.496,0,1
1090,21,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.529,0.561,1,2
1091,22,szegedai-semantics,polar-glade-80,igr8iyhk,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,1,0.551,0.561,1,2
1092,0,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.79,0.698,1,2
1093,1,szegedai-semantics,splendid-spaceship-76,vym5i1wi,bert-large-uncased,glue,rte,pre-trained,greedy-layer-pruning,pre-trained,accuracy,0,0.754,0.691,17,18
